eraJournalId,title,foreignTitle,forOne,forOneName,forTwo,forTwoName,forThree,forThreeName,issn1,issn2,issn3,issn4,issn5,issn6,issn7
16048,Emergency Medicine Journal,,1103,Clinical Sciences,1110,Nursing,1117,Public Health And Health Services,1472-0205,1472-0213,,,,,
200419,Emerging Health Threats Journal,,1117,Public Health and Health Services,605,Microbiology,1103,Clinical Sciences,1752-8550, , , , , , 
16049,Emerging Infectious Diseases,,1108,Medical Microbiology,1117,Public Health and Health Services,1103,Clinical Sciences,1080-6040,1080-6059,,,,,
31221,Emerging Markets Finance and Trade,,1502,"Banking, Finance And Investment",1402,Applied Economics,,,0038-5263,1061-2009,1540-496X,1558-0938,,,
19628,Emerging Markets Review,,1402,Applied Economics,,,,,1566-0141,1873-6173,,,,,
200420,Emerging Microbes and Infections,,605,Microbiology,,,,,2222-1751, , , , , , 
40747,Emerging Themes in Epidemiology,,1117,Public Health And Health Services,,,,,1742-7622,,,,,,
7718,Emigration Studies,,2103,Historical Studies,,,,,0039-2936,,,,,,
36069,Emirates Journal for Engineering Research,,9,Engineering,,,,,1022-9884,1022-9892,,,,,
33278,Emory International Law Review,,1801,Law,,,,,1052-2840,,,,,,
6243,Emotion,,1701,Psychology,1702,Cognitive Science,,,1528-3542,1931-1516,,,,,
200421,Emotion Review,,1701,Psychology,1702,Cognitive Science,2203,Philosophy,1754-0739,1754-0747, , , , , 
34728,"Emotion, Space and Society",,2002,Cultural Studies,1608,Sociology,1601,Anthropology,1755-4586,1878-0040,,,,,
20713,Emotional and Behavioral Difficulties,,1303,Specialist Studies in Education,1607,Social Work,,,1363-2752,1741-2692,,,,,
200422,Empedocles: European journal for the philosophy of communication,,2001,Communication and Media Studies,2203,Philosophy,,,1757-1952,1757-1960, , , , , 
30561,Empirica,,14,Economics,,,,,0340-8744,1573-6911,,,,,
18354,"Empirical Economics: a quarterly journal of the Institute for Advanced Studies, Vienna ",,14,Economics,,,,,0377-7332,1435-8921,,,,,
10334,Empirical Musicology Review,,1904,Performing Arts And Creative Writing,,,,,1559-5749,,,,,,
17848,Empirical Software Engineering: an international journal,,803,Computer Software,,,,,1382-3256,1573-7616,,,,,
36166,Empirical Study of the Arts,,1905,Visual Arts And Crafts,1504,Commercial Services,,,0276-2374,1541-4493,,,,,
19772,Employee Relations,,1503,Business And Management,,,,,0142-5455,1758-7069,,,,,
19748,Employee Responsibilities and Rights Journal,,1503,Business And Management,,,,,0892-7545,1573-3378,,,,,
33281,Employee Rights and Employment Policy Journal,,1801,Law,,,,,1522-2225,,,,,,
200423,Employment Law Bulletin,,1801,Law,,,,,1440-4532, , , , , , 
22163,Employment Relations Record,,1503,Business And Management,1505,Marketing,,,1444-7053,,,,,,
124727,Emporia State Research Studies,,MD,Multidisciplinary,,,,,0424-9399,,,,,,
2867,Emu: austral ornithology,,502,Environmental Science and Management,602,Ecology,608,Zoology,0158-4197,1448-5540,,,,,
124996,Encounter: Education for Meaning and Social Justice,,1303,Specialist Studies In Education,,,,,1094-3838,2158-8414,,,,,
124380,Encounters on Education,Rencontres sur l'Education (French), Encuentros sobre Educacion (Spanish),13,Education,,,,,1494-4936,,,,,
123407,Encyclopaideia: journal of phenomenology and education,Encyclopaideia: Rivista di fenomenologia pedagogia formazione,1302,Curriculum And Pedagogy ,1303,Specialist Studies In Education,2203,Philosophy ,1590-492X,1825-8670,,,,,
3242,Endangered Species Research,,5,Environmental Sciences,6,Biological Sciences,,,1613-4796,1863-5407,,,,,
11306,Endeavour,,MD,Multidisciplinary,,,,,0160-9327,1873-1929,,,,,
16050,Endocrine,,1103,Clinical Sciences,1114,Paediatrics And Reproductive Medicine,,,1355-008X,,,,,,
16051,Endocrine Journal,,1103,Clinical Sciences,,,,,0918-8959,1348-4540,,,,,
16052,Endocrine Pathology,,1103,Clinical Sciences,,,,,1046-3976,1559-0097,,,,,
41003,Endocrine Practice,,1103,Clinical Sciences,1114,Paediatrics And Reproductive Medicine,,,1530-891X,1934-2403,,,,,
16053,Endocrine Research,,1103,Clinical Sciences,,,,,0743-5800,1532-4206,,,,,
16054,Endocrine Reviews,,1103,Clinical Sciences,1114,Paediatrics And Reproductive Medicine,601,Biochemistry And Cell Biology,0079-9963,0163-769X,1945-7189,,,,
200424,"Endocrine, Metabolic and Immune Disorders: Drug Targets",,1107,Immunology,1115,Pharmacology and Pharmaceutical Sciences,,,1871-5303,2212-3873, , , , , 
16055,Endocrine-Related Cancer,,11,Medical And Health Sciences,6,Biological Sciences,,,1351-0088,1479-6821,,,,,
16057,Endocrinology,,7,Agricultural And Veterinary Sciences,11,Medical And Health Sciences,6,Biological Sciences,0013-7227,1945-7170,,,,,
16058,Endocrinology and Metabolism Clinics of North America,,1103,Clinical Sciences,1114,Paediatrics And Reproductive Medicine,,,0889-8529,1558-4410,,,,,
32577,Endodontic Topics,,1105,Dentistry,,,,,1601-1538,1601-1546,,,,,
16059,Endoscopy,,1103,Clinical Sciences,,,,,0013-726X,1438-8812,,,,,
37064,Endoxa: Series Filosoficas,,2203,Philosophy ,,,,,1133-5351,,,,,,
123161,Energies,,9,Engineering,2,Physical Sciences,,,1996-1073,,,,,,
5115,Energy,,913,Mechanical Engineering,915,Interdisciplinary Engineering,914,Resources Engineering and Extractive Metallurgy,0360-5442,1873-6785,,,,,
4185,Energy and Buildings,,9,Engineering,12,Built Environment And Design,,,0378-7788,1872-6178,,,,,
122923,Energy and Environment,,MD,Multidisciplinary,,,,,0958-305x,,,,,,
200425,Energy and Environment Research,,502,Environmental Science and Management,599,Other Environmental Sciences,,,1927-0569,1927-0577, , , , , 
40780,Energy and Environmental Science,,MD,Multidisciplinary,,,,,1754-5692,1754-5706,,,,,
3878,Energy and Fuels,,3,Chemical Sciences,9,Engineering,,,0887-0624,1520-5029,,,,,
3474,Energy Conversion and Management,,906,Electrical and Electronic Engineering,,,,,0196-8904,1879-2227,,,,,
18356,Energy Economics,,1402,Applied Economics,913,Mechanical Engineering,906,Electrical and Electronic Engineering,0140-9883,1873-6181,,,,,
4016,Energy Exploration and Exploitation,,914,Resources Engineering And Extractive Metallurgy,,,,,0144-5987,,,,,,
124487,Energy for Sustainable Development: the journal of the international energy initiative,,9,Engineering,16,Studies In Human Society,,,0973-0826,,,,,,
4017,Energy Journal,,1402,Applied Economics,,,,,0195-6574,1944-9089,,,,,
32863,Energy Policy,,MD,Multidisciplinary,,,,,0301-4215,1873-6777,,,,,
4019,"Energy Sources Part A: Recovery, Utilization, and Environmental Effects",,906,Electrical And Electronic Engineering,913,Mechanical Engineering,914,Resources Engineering And Extractive Metallurgy,1556-7036,1556-7230,0090-8312,,,,
36004,Energy Studies Review,,913,Mechanical Engineering,,,,,0711-3366,0843-4379,,,,,
200427,"Energy Technology: generation, conversion, storage, distribution",,906,Electrical and Electronic Engineering,912,Materials Engineering,,,2194-4296,2194-4288, , , , , 
123182,"Engineer: Journal of the Institution of Engineers, Sri Lanka",,9,Engineering,12,Built Environment And Design,15,"Commerce, Management, Tourism And Services",1800-1122,,,,,,
3475,Engineering Analysis with Boundary Elements,,102,Applied Mathematics,905,Civil Engineering,913,Mechanical Engineering,0955-7997,1873-197X,,,,,
32032,Engineering Applications of Artificial Intelligence,,8,Information And Computing Sciences,9,Engineering,,,0952-1976,1873-6769,,,,,
41540,Engineering Applications of Computational Fluid Mechanics,,102,Applied Mathematics,913,Mechanical Engineering,,,1994-2060,1997-003X,,,,,
3666,Engineering Computations: international journal for computer-aided engineering and software,,905,Civil Engineering,913,Mechanical Engineering,915,Interdisciplinary Engineering,0264-4401,1758-7077,,,,,
32865,Engineering Economics,Inzinerine Ekonomika,1402,Applied Economics,915,Interdisciplinary Engineering,,,1392-2785,,,,,,
20644,Engineering Education,,9,Engineering,13,Education,,,1750-0044,1750-0052,,,,,
3667,Engineering Failure Analysis,,913,Mechanical Engineering,905,Civil Engineering,912,Materials Engineering,1350-6307,1873-1961,,,,,
5116,Engineering Fracture Mechanics,,MD,Multidisciplinary,,,,,0013-7944,1873-7315,,,,,
1722,Engineering Geology,,905,Civil Engineering,909,Geomatic Engineering,999,Other Engineering,0013-7952,1872-6917,,,,,
36523,Engineering in Life Sciences,,9,Engineering,10,Technology,,,1618-0240,1618-2863,,,,,
41543,Engineering Integrity,,912,Materials Engineering,,,,,1365-4101,,,,,,
4552,Engineering Intelligent Systems,,801,Artificial Intelligence and Image Processing,906,Electrical and Electronic Engineering,,,1472-8915,,,,,,
124763,Engineering Letters,,8,Information And Computing Sciences,9,Engineering,,,1816-093X,1816-0948,,,,,
3477,Engineering Optimization,,1,Mathematical Sciences,9,Engineering,,,0305-215X,1029-0273,,,,,
200429,Engineering Project Organization Journal,,1503,Business and Management,1202,Building,,,2157-3735,2157-3727,, , , , 
4188,Engineering Structures,,905,Civil Engineering,915,Interdisciplinary Engineering,912,Materials Engineering,0141-0296,1873-7323,,,,,
40350,Engineering Studies,,9,Engineering,13,Education,16,Studies In Human Society,1937-8629,1940-8374,,,,,
200430,Engineering with Computers: an international journal for simulation-based engineering,,102,Applied Mathematics,801,Artificial Intelligence and Image Processing,802,Computation Theory and Mathematics,0177-0667,1435-5663, , , , , 
41005,"Engineering, Construction and Architectural Management",,905,Civil Engineering,1202,Building,1201,Architecture,0969-9988,1365-232X,,,,,
11821,English,,2005,Literary Studies,,,,,0013-8215,1756-1124,,,,,
11822,English Academy Review,,2005,Literary Studies,2002,Cultural Studies,,,1013-1752,1753-5360,,,,,
20468,English Australia Journal: the Australian journal of English language teaching,,13,Education ,,,,,1033-0801,1444-4496,,,,,
20435,English for Specific Purposes,,1302,Curriculum And Pedagogy ,1903,Journalism And Professional Writing,,,0889-4906,1873-1937,,,,,
20439,English in Australia,,1302,Curriculum and Pedagogy,2003,Language Studies,,,0046-208X,0155-2147,,,,,
39952,English in Education,,1302,Curriculum And Pedagogy ,,,,,0425-0494,1754-8845,,,,,
200431,English Journal,,1303,Specialist Studies in Education,1302,Curriculum and Pedagogy,,,2161-8895,0013-8274, , , , , 
8785,English Language and Linguistics,,2003,Language Studies,2004,Linguistics,,,1360-6743,1469-4379,,,,,
9325,English Language Notes,,2003,Language Studies,2005,Literary Studies,2004,Linguistics,0013-8282,,,,,,
41552,English Language Teaching,,2004,Linguistics,,,,,1916-4742,1916-4750,,,,,
11555,English Literary Renaissance,,2005,Literary Studies,,,,,0013-8312,1475-6757,,,,,
11556,English Literature in Transition 1880-1920,,2005,Literary Studies,,,,,0013-8339,1559-2715,,,,,
124099,"English Manuscript Studies, 1100-1700",,2005,Literary Studies,2103,Historical Studies,,,0957-8080,,,,,,
40596,English Studies in Africa: a journal of the humanities,,2005,Literary Studies,,,,,0013-8398,1943-8117,,,,,
9288,English Studies in Canada,,2005,Literary Studies,,,,,0317-0802,,,,,,
9326,English Studies: a journal of English language and literature,,2003,Language Studies,2005,Literary Studies,,,0013-838X,1744-4217,,,,,
200434,English Teaching and Learning,Ying yu jiao xue qi kan,2002,Cultural Studies,2003,Language Studies,1303,Specialist Studies in Education,1023-7267, , , , , , 
35666,English Teaching: Practice and Critique,,1302,Curriculum and Pedagogy,2003,Language Studies,,,1175-8708,,,,,,
123179,English Text Construction,,2004,Linguistics,2005,Literary Studies,,,1874-8767,1874-8775,,,,,
36418,English Today: the international review of the English language,,2004,Linguistics,,,,,0266-0784,1474-0567,,,,,
8787,English World-Wide: a journal of varieties of English,,2003,Language Studies,2004,Linguistics,1702,Cognitive Science,0172-8865,1569-9730,,,,,
35247,Enlightenment and Dissent,,2202,History and Philosophy of Specific Fields,2203,Philosophy,2103,Historical Studies,0262-7612,,,,,,
122874,Ensayo y Error: Revista de Educacion y Ciencias Sociales,,MD,Multidisciplinary,,,,,1315-2149,,,,,,
36331,Enterprise and Society: the international journal of business and history,,1503,Business And Management,2202,History And Philosophy Of Specific Fields,1402,Applied Economics,1467-2227,1467-2235,,,,,
31249,Enterprise Information Systems,,806,Information Systems,1503,Business And Management,,,1751-7575,1751-7583,,,,,
32033,Enterprise Modelling and Information Systems Architectures,,806,Information Systems,1503,Business and Management,,,1860-6059,,,,,,
41554,Entertainment and Sports Law Journal,,18,Law And Legal Studies,19,Studies In Creative Arts And Writing,,,1748-944X,,,,,,
124548,Entertainment Computing,,2001,Communication And Media Studies,801,Artificial Intelligence And Image Processing,1902,"Film, Television And Digital Media",1875-9521,1875-953X,,,,,
33284,Entertainment Law Review (UK),,1801,Law,,,,,0959-3799,,,,,,
34727,EnterText,,MD,Multidisciplinary,,,,,1472-3085,,,,,,
2868,Entomologia Experimentalis et Applicata,,608,Zoology,501,Ecological Applications,701,"Agriculture, Land and Farm Management",0013-8703,1570-7458,,,,,
2955,Entomologica Americana,,608,Zoology,,,,,0028-7199,1947-5136,1947-5144,,,,
200435,Entomological Research,,608,Zoology,,,,,1738-2297,1748-5967, , , , , 
19873,Entrepreneurship and Regional Development,,1503,Business And Management,,,,,0898-5626,1464-5114,,,,,
19870,Entrepreneurship: Theory and Practice,,1503,Business And Management,1505,Marketing,,,1042-2587,1540-6520,,,,,
39951,Entropy: international and interdisciplinary journal of entropy and information studies,,1,Mathematical Sciences,2,Physical Sciences,,,1099-4300,,,,,,
32864,Environment and Behavior,,17,Psychology and Cognitive Sciences,12,Built Environment and Design,16,Studies in Human Society,0013-9165,1552-390X,,,,,
18357,Environment and Development Economics,,502,Environmental Science and Management,1402,Applied Economics,1502,"Banking, Finance and Investment",1355-770X,1469-4395,,,,,
34908,Environment and History,,502,Environmental Science And Management,2103,Historical Studies,705,Forestry Sciences,0967-3407,1752-7023,,,,,
20858,Environment and Planning A,,1205,Urban and Regional Planning,1604,Human Geography,1402,Applied Economics,0308-518X,1472-3409,,,,,
20859,Environment and Planning B: Planning and Design,,1203,Design Practice And Management,1205,Urban And Regional Planning,1201,Architecture,0265-8135,1472-3417,,,,,
30308,Environment and Planning C: Government and Policy,,MD,Multidisciplinary,,,,,0263-774X,,,,,,
35256,Environment and Planning D: Society and Space,,1604,Human Geography,1205,Urban and Regional Planning,502,Environmental Science and Management,0263-7758,1472-3433,,,,,
200437,Environment and Pollution,,502,Environmental Science and Management,907,Environmental Engineering,1002,Environmental Biotechnology,1927-0909,1927-0917, , , , , 
123683,Environment and Society: advances in research,,MD,Multidisciplinary,,,,,2150-6779,2150-6787,,,,,
5934,Environment and Urbanization,,502,Environmental Science And Management,1205,Urban And Regional Planning,,,0956-2478,1746-0301,,,,,
41558,Environment Design Guide,,907,Environmental Engineering,1201,Architecture,1203,Design Practice And Management,1442-5017,,,,,,
5817,Environment International,,MD,Multidisciplinary,,,,,0160-4120,1873-6750,,,,,
5894,"Environment, Development and Sustainability: a multidisciplinary approach to the theory and practice of sustainable development",,502,Environmental Science and Management,701,"Agriculture, Land and Farm Management",1604,Human Geography,1387-585X,1573-2975,,,,,
5895,Environment: science and policy for sustainable development,,MD,Multidisciplinary,,,,,0013-9157,1939-9154,,,,,
799,Environmental and Ecological Statistics,,1,Mathematical Sciences,5,Environmental Sciences,6,Biological Sciences,1352-8505,1573-3009,,,,,
2585,Environmental and Experimental Botany,,5,Environmental Sciences,6,Biological Sciences,7,Agricultural And Veterinary Sciences,0098-8472,1873-7307,,,,,
35504,Environmental and Molecular Mutagenesis,,5,Environmental Sciences,6,Biological Sciences,11,Medical And Health Sciences,0893-6692,1098-2280,,,,,
17107,Environmental and Planning Law Journal,,502,Environmental Science and Management,1205,Urban and Regional Planning,1801,Law,0813-300X,,,,,,
18358,Environmental and Resource Economics,,502,Environmental Science and Management,1402,Applied Economics,1499,Other Economics,0924-6460,1573-1502,,,,,
8034,Environmental Archaeology: the journal of human palaeoecology,,501,Ecological Applications,602,Ecology,2101,Archaeology,0268-425X,1461-4103,1749-6314,,,,
41004,Environmental Bioindicators,,5,Environmental Sciences,6,Biological Sciences,7,Agricultural And Veterinary Sciences,1555-5267,1555-5275,,,,,
3243,Environmental Biology of Fishes,,602,Ecology,608,Zoology,704,Fisheries Sciences,0378-1909,1573-5133,,,,,
34336,Environmental Chemistry,,3,Chemical Sciences,5,Environmental Sciences,4,Earth Sciences,1448-2517,1449-8979,,,,,
39950,Environmental Chemistry Letters,,3,Chemical Sciences,5,Environmental Sciences,6,Biological Sciences,1610-3653,1610-3661,,,,,
44288,Environmental Communication: a journal of nature and culture,,MD,Multidisciplinary,,,,,1556-7400,1752-4032,1752-4040,,,,
5818,Environmental Conservation: an international journal of environmental science,,5,Environmental Sciences,6,Biological Sciences,,,0376-8929,1469-4387,,,,,
200438,Environmental Earth Sciences,,403,Geology,406,Physical Geography and Environmental Geoscience,905,Civil Engineering,1866-6280,1866-6299, , , , , 
123945,Environmental Economics,Ekonomika Pryrodokorystuvannya,14,Economics,,,,,1998-6041,1998-605X,,,,,
18359,Environmental Economics and Policy Studies,,502,Environmental Science And Management,1402,Applied Economics,,,1432-847X,1867-383X,,,,,
8384,Environmental Education Research,,1302,Curriculum And Pedagogy ,1303,Specialist Studies In Education,502,Environmental Science And Management,1350-4622,1469-5871,,,,,
44291,Environmental Engineering and Management Journal,,5,Environmental Sciences,9,Engineering,15,"Commerce, Management, Tourism And Services",1582-9596,1843-3707,,,,,
4671,Environmental Engineering Science,,502,Environmental Science And Management,907,Environmental Engineering,,,0882-5696,1092-8758,1557-9018,,,,
2877,Environmental Entomology,,608,Zoology,,,,,0046-225X,1938-2936,,,,,
8385,Environmental Ethics: an interdisciplinary journal dedicated to the philosophical aspects of environmental problems,,501,Ecological Applications,2201,Applied Ethics,,,0163-4275,,,,,,
39681,Environmental Fluid Mechanics,,1,Mathematical Sciences,2,Physical Sciences,9,Engineering,1567-7419,1573-1510,,,,,
36372,Environmental Forensics,,MD,Multidisciplinary,,,,,1527-5922,1527-5930,,,,,
36373,Environmental Geochemistry and Health: official journal of the Society for Environmental Geochemistry and Health,,4,Earth Sciences,5,Environmental Sciences,11,Medical and Health Sciences,0269-4042,1573-2983,,,,,
1723,Environmental Geology: international journal of geosciences,,406,Physical Geography And Environmental Geoscience,905,Civil Engineering,915,Interdisciplinary Engineering,0943-0105,1432-0495,,,,,
5819,Environmental Hazards,,MD,Multidisciplinary,,,,,1464-2867,1747-7891,,,,,
13502,Environmental Health,,5,Environmental Sciences,6,Biological Sciences,11,Medical and Health Sciences,1832-3367,,,,,,
41562,Environmental Health and Preventive Medicine,,5,Environmental Sciences,6,Biological Sciences,11,Medical And Health Sciences,1342-078X,1347-4715,,,,,
40827,Environmental Health Insights,,1117,Public Health And Health Services,,,,,1178-6302,,,,,,
13503,Environmental Health Perspectives,,11,Medical and Health Sciences,5,Environmental Sciences,,,0091-6765,1552-9924,,,,,
200439,Environmental Health: A Global Access Science Source,,1117,Public Health and Health Services,,,,,1476-069X, , , , , , 
30316,Environmental History,,2103,Historical Studies,,,,,1053-4180,1084-5453,1930-8892,,,,
200440,Environmental Humanities,,2002,Cultural Studies,2103,Historical Studies,,,2201-1919, , , , , , 
5879,Environmental Impact Assessment Review,,5,Environmental Sciences,12,Built Environment And Design,16,Studies In Human Society,0195-9255,1873-6432,,,,,
36307,Environmental Justice,,MD,Multidisciplinary,,,,,1937-5174,1939-4071,,,,,
200442,Environmental Law and Management,,502,Environmental Science and Management,1801,Law,,,1099-0941,1067-6058, , , , , 
33289,Environmental Law Reporter: news and analysis,,1801,Law,,,,,0046-2284,,,,,,
36785,Environmental Law Review,,1801,Law,,,,,1461-4529,1740-5564,,,,,
36786,Environmental Liability,,1801,Law,,,,,0966-2030,,,,,,
5117,"Environmental Management (New York): an international journal for decision-makers, scientists and environmental auditors",,MD,Multidisciplinary,,,,,0364-152X,1432-1009,,,,,
200443,Environmental Management and Sustainable Development,,502,Environmental Science and Management,1205,Urban and Regional Planning,,,2164-7682, , , , , , 
2467,Environmental Microbiology,,605,Microbiology,603,Evolutionary Biology,,,1462-2912,1462-2920,,,,,
125047,Environmental Microbiology Reports,,602,Ecology,605,Microbiology,603,Evolutionary Biology,1758-2229,,,,,,
4672,Environmental Modeling and Assessment,,MD,Multidisciplinary,,,,,1420-2026,1573-2967,,,,,
4673,Environmental Modelling and Software,,MD,Multidisciplinary,,,,,1364-8152,1873-6726,,,,,
5880,Environmental Monitoring and Assessment,,MD,Multidisciplinary,,,,,0167-6369,1573-2959,,,,,
37065,Environmental Philosophy,,2203,Philosophy,1606,Political Science,1604,Human Geography,1718-0198,2153-8905,,,,,
40485,Environmental Policy and Governance,,MD,Multidisciplinary,,,,,0961-0405,1756-932X,1756-9338,,,,
35483,Environmental Policy and Law,,1801,Law,,,,,0378-777X,1878-5395,,,,,
18803,Environmental Politics,,1606,Political Science,1605,Policy and Administration,502,Environmental Science and Management,0964-4016,1743-8934,,,,,
5823,Environmental Pollution,,MD,Multidisciplinary,,,,,0269-7491,1873-6424,,,,,
41565,Environmental Practice,,5,Environmental Sciences,,,,,1466-0466,1466-0474,,,,,
3879,Environmental Progress and Sustainable Energy,,3,Chemical Sciences,6,Biological Sciences,,,1944-7442,1944-7450,0278-4491,,,,
5825,Environmental Research,,3,Chemical Sciences,5,Environmental Sciences,6,Biological Sciences,0013-9351,1096-0953,,,,,
36365,Environmental Research Letters,,MD,Multidisciplinary,,,,,1748-9326,,,,,,
36370,Environmental Science and Policy,,5,Environmental Sciences,16,Studies in Human Society,7,Agriculture and Veterinary Sciences,1462-9011,1873-6416,,,,,
5827,Environmental Science and Pollution Research,,3,Chemical Sciences,5,Environmental Sciences,6,Biological Sciences,0944-1344,1614-7499,,,,,
4674,Environmental Science and Technology (Washington),,MD,Multidisciplinary,,,,,0013-936X,1068-4980,1520-5851,,,,
1644,Environmental Science Processes and Impacts,,3,Chemical Sciences,5,Environmental Sciences,11,Medical and Health Sciences,1464-0325,1464-0333,2050-7887,2050-7895,,,
4675,Environmental Technology,,5,Environmental Sciences,6,Biological Sciences,9,Engineering,0959-3330,1479-487X,,,,,
5830,Environmental Toxicology,,3,Chemical Sciences,5,Environmental Sciences,6,Biological Sciences,1520-4081,1522-7278,,,,,
5831,Environmental Toxicology and Chemistry,,3,Chemical Sciences,5,Environmental Sciences,6,Biological Sciences,0730-7268,1552-8618,,,,,
5832,Environmental Toxicology and Pharmacology,,502,Environmental Science And Management,1115,Pharmacology And Pharmaceutical Sciences,,,1382-6689,1872-7077,,,,,
8386,Environmental Values,,22,Philosophy And Religious Studies,16,Studies In Human Society,,,0963-2719,1752-7015,,,,,
20968,Environments,,502,Environmental Science And Management,,,,,0711-6780,,,,,,
800,Environmetrics,,1,Mathematical Sciences,5,Environmental Sciences,,,1099-095X,1180-4009,,,,,
3358,Enzyme and Microbial Technology,,1002,Environmental Biotechnology,904,Chemical Engineering,,,0141-0229,1879-0909,,,,,
36581,EPE Journal,,906,Electrical And Electronic Engineering,,,,,0939-8368,,,,,,
18805,Ephemera: theory and politics in organization,,1605,Policy And Administration,1503,Business And Management,2002,Cultural Studies,1473-2866,,,,,,
12707,Ephemerides Theologicae Lovanienses,,2204,Religion And Religious Studies,,,,,0013-9513,1783-1423,,,,,
124543,Epidemics: the journal of infectious disease dynamics ,,1103,Clinical Sciences,1117,Public Health and Health Services,,,1755-4365,1878-0067,,,,,
41006,Epidemiologia e Psichiatria Sociale,,1103,Clinical Sciences,1117,Public Health And Health Services,,,1121-189X,,,,,,
41566,Epidemiologic Perspectives and Innovations,,1117,Public Health And Health Services,,,,,1742-5573,,,,,,
13505,Epidemiologic Reviews,,11,Medical And Health Sciences,,,,,0193-936X,1478-6729,,,,,
13506,Epidemiology,,104,Statistics ,1117,Public Health And Health Services,,,1044-3983,1531-5487,,,,,
13507,Epidemiology and Infection,,1117,Public Health and Health Services,,,,,0950-2688,1469-4409,,,,,
2420,Epigenetics,,604,Genetics ,601,Biochemistry And Cell Biology,1101,Medical Biochemistry And Metabolomics,1559-2294,1559-2308,,,,,
42236,Epigenetics and Chromatin,,604,Genetics,,,,,1756-8935,,,,,,
7060,Epigraphica Anatolica: Zeitschrift fuer Epigraphik und historische Geographie Anatoliens,,2103,Historical Studies,,,,,0174-6545,,,,,,
16063,Epilepsia,,1103,Clinical Sciences,1109,Neurosciences,,,0013-9580,1528-1167,,,,,
16062,Epilepsy and Behavior,,1103,Clinical Sciences,,,,,1525-5050,1525-5069,,,,,
16065,Epilepsy Research,,1103,Clinical Sciences,,,,,0920-1211,1872-6844,,,,,
16066,Epileptic Disorders: international epilepsy journal with videotape,,1103,Clinical Sciences,,,,,1294-9361,1950-6945,,,,,
1784,Episodes: journal of international geoscience,,403,Geology,,,,,0705-3797,,,,,,
11307,Episteme,,1702,Cognitive Science,2203,Philosophy ,,,1742-3600,1750-0117,,,,,
11308,Epistemologia: an Italian journal for the philosophy of science,,2202,History And Philosophy Of Specific Fields,,,,,0392-9760,1825-652X,,,,,
16315,Eplasty: open access journal of plastic and reconstructive surgery,,1103,Clinical Sciences,,,,,1554-0766,1937-5719,,,,,
3955,E-Polymers,,904,Chemical Engineering ,,,,,1618-7229,,,,,,
5343,EPPO Bulletin,,703,Crop And Pasture Production,,,,,0250-8052,1365-2338,,,,,
11116,"Equality, Diversity and Inclusion: An International Journal",,1503,Business And Management,,,,,0261-0159,1758-7093,2040-7149,,,,
200444,Equine Veterinary Education,,707,Veterinary Sciences,,,,,0957-7734,2042-3292, , , , , 
5511,Equine Veterinary Journal,,7,Agricultural And Veterinary Sciences,6,Biological Sciences,,,0425-1644,2042-3306,,,,,
20143,Equity and Excellence in Education,,1303,Specialist Studies In Education,,,,,0020-4862,0894-0681,1066-5684,1547-3457,,,
11557,Eras,,20,"Language, Communication And Culture",21,History And Archaeology,22,Philosophy And Religious Studies,1445-5218,,,,,,
41569,Erasmus Journal for Philosophy and Economics,,1401,Economic Theory,,,,,1876-9098,,,,,,
200445,Erasmus Law Review,,1801,Law,1899,Other Law and Legal Studies,,,2210-2671, , , , , , 
2009,Erdkunde: Archiv fuer wissenschaftliche Geographie,,406,Physical Geography And Environmental Geoscience,1604,Human Geography,,,0014-0015,,,,,,
123972,E-review of Tourism Research,,1506,Tourism,,,,,1941-5842,,,,,,
40132,ERGO: The Journal of the Education Research Group of Adelaide,,1302,Curriculum and Pedagogy,1399,Other Education,,,1835-6850,,,,,,
145,Ergodic Theory and Dynamical Systems,,101,Pure Mathematics,102,Applied Mathematics,802,Computation Theory and Mathematics,0143-3857,1469-4417,,,,,
17586,Ergonomia,,MD,Multidisciplinary,,,,,0137-4990,,,,,,
22168,Ergonomics Australia,,1203,Design Practice And Management,,,,,1033-1875,,,,,,
44905,Ergonomics in Design,,1203,Design Practice And Management,,,,,1064-8046,,,,,,
3668,Ergonomics: an international journal of research and practice in human factors and ergonomics ,,1106,Human Movement And Sports Science,1203,Design Practice And Management,1701,Psychology,0014-0139,1366-5847,,,,,
8789,Eriu: journal devoted to Irish philology and literature,,2004,Linguistics,2103,Historical Studies,2005,Literary Studies,0332-0758,2009-0056,,,,,
8388,Erkenntnis: an international journal of analytic philosophy,,2203,Philosophy,2202,History and Philosophy of Specific Fields,,,0165-0106,1572-8420,,,,,
32281,"ESAIM: Control, Optimisation and Calculus of Variations",,102,Applied Mathematics,103,Numerical And Computational Mathematics,,,1262-3377,1292-8119,,,,,
32282,ESAIM: Mathematical Modelling and Numerical Analysis (ESAIM: M2AN),,102,Applied Mathematics,103,Numerical And Computational Mathematics,,,0399-0516,0764-583X,1290-3841,,,,
35973,ESAIM: Probability and Statistics,,102,Applied Mathematics,104,Statistics ,,,1262-3318,1292-8100,,,,,
31238,E-Service Journal,,1503,Business And Management,1505,Marketing,,,1528-8226,1528-8234,,,,,
30248,Espaces - Populations - Societes,,1603,Demography ,,,,,0755-7809,,,,,,
41585,e-SPEN Journal: the European e-journal of clinical nutrition and metabolism,,1111,Nutrition and Dietetics,1103,Clinical Sciences,,,1751-4991,2212-8263,,,,,
